cliente,producto,precio,cantidad,pais,metodo_pago,fecha
Ana,Monitor,1951.0,8,Chile,Efectivo,2024-02-07 02:00:00
Carlos,Mouse,1600.0,9,COL,TRANSFERENCIA,2024-02-07 03:00:00
Carlos,Mouse,508.0,6,COL,Efectivo,2024-02-07 04:00:00
Carlos,Mouse,1474.0,2,chile,Efectivo,2024-02-07 05:00:00
Luisa,Monitor,1814.0,6,col,Efectivo,2024-02-07 06:00:00
Juan,Laptop,312.0,9,Perú,transferencia,2024-02-07 07:00:00
Luisa,Celular,96.0,3,peru,transferencia,2024-02-07 08:00:00
Juan,Teclado,839.0,9,chile,TRANSFERENCIA,2024-02-07 09:00:00
Carlos,Laptop,447.0,2,Perú,transferencia,2024-02-07 10:00:00
Carlos,Teclado,550.0,5,Perú,Efectivo,2024-02-07 11:00:00
Luisa,Celular,1055.0,2,col,transferencia,2024-02-07 12:00:00
Luisa,Monitor,842.0,7,COL,transferencia,2024-02-07 13:00:00
Juan,Mouse,806.0,9,Perú,Efectivo,2024-02-07 14:00:00
Maria,Mouse,569.0,7,Perú,TRANSFERENCIA,2024-02-07 15:00:00
Juan,Monitor,1550.0,5,Perú,transferencia,2024-02-07 16:00:00
Luisa,Laptop,771.0,4,Colombia,Efectivo,2024-02-07 17:00:00
Pedro,Laptop,1708.0,4,Perú,Efectivo,2024-02-07 18:00:00
Luisa,Teclado,1536.0,8,Perú,Efectivo,2024-02-07 19:00:00
Pedro,Monitor,1747.0,1,peru,Tarjeta,2024-02-07 00:00:00
Ana,Laptop,476.0,5,Chile,Efectivo,2024-02-07 21:00:00
Luisa,Monitor,1134.0,2,Colombia,transferencia,2024-02-07 22:00:00
Ana,Celular,1616.0,9,Perú,transferencia,2024-02-07 23:00:00
Maria,Mouse,1975.0,7,Chile,Efectivo,2024-02-08 00:00:00
Juan,Mouse,684.0,8,Perú,Tarjeta,2024-02-08 01:00:00
Pedro,Mouse,694.0,6,col,Tarjeta,2024-02-08 02:00:00
Juan,Monitor,1174.0,9,col,Tarjeta,2024-02-08 03:00:00
Ana,Monitor,147.0,6,Chile,transferencia,2024-02-08 04:00:00
Pedro,Teclado,587.0,7,Colombia,Tarjeta,2024-02-08 05:00:00
Juan,Mouse,719.0,7,peru,TRANSFERENCIA,2024-02-08 06:00:00
Luisa,Teclado,1873.0,,Colombia,TRANSFERENCIA,2024-02-08 07:00:00
Carlos,Mouse,237.0,three,Colombia,Tarjeta,2024-02-08 08:00:00
Ana,Teclado,290.0,1,col,TRANSFERENCIA,2024-02-08 09:00:00
Juan,Teclado,693.0,4,col,Efectivo,2024-02-08 10:00:00
Ana,Celular,837.0,7,peru,Tarjeta,2024-02-08 11:00:00
Ana,Teclado,440.0,8,chile,Tarjeta,2024-02-08 12:00:00
Pedro,Monitor,1073.0,7,chile,Tarjeta,2024-02-08 13:00:00
Pedro,Teclado,1552.0,3,chile,Efectivo,2024-02-08 14:00:00
Carlos,Mouse,1719.0,4,Perú,Efectivo,2024-02-08 15:00:00
Luisa,Teclado,1696.0,7,peru,Tarjeta,2024-02-08 16:00:00
Ana,Laptop,1244.0,8,Perú,transferencia,2024-02-08 17:00:00
Juan,Mouse,311.0,7,Chile,transferencia,2024-02-08 18:00:00
Maria,Laptop,1119.0,6,Chile,TRANSFERENCIA,2024-02-08 19:00:00
Ana,Mouse,1430.0,9,COL,Efectivo,2024-02-08 20:00:00
Ana,Monitor,1286.0,9,chile,TRANSFERENCIA,2024-02-08 21:00:00
Carlos,Monitor,542.0,7,col,TRANSFERENCIA,2024-02-08 22:00:00
Luisa,Monitor,,8,COL,Tarjeta,2024-02-08 23:00:00
Maria,Laptop,1924.0,6,COL,transferencia,2024-02-09 00:00:00
Pedro,Celular,1948.0,1,col,TRANSFERENCIA,2024-02-09 01:00:00
Pedro,Mouse,1414.0,1,COL,Tarjeta,2024-02-09 02:00:00
Juan,Monitor,453.0,6,chile,Efectivo,2024-02-09 03:00:00
Maria,Mouse,,2,Colombia,TRANSFERENCIA,2024-02-09 04:00:00
Pedro,Laptop,269.0,8,Perú,transferencia,2024-02-09 05:00:00
Juan,Celular,1267.0,1,chile,Efectivo,2024-02-09 06:00:00
Luisa,Laptop,1548.0,2,peru,Tarjeta,2024-02-09 07:00:00
Juan,Mouse,1892.0,8,col,Efectivo,2024-02-09 08:00:00
Pedro,Celular,1341.0,6,Colombia,TRANSFERENCIA,2024-02-09 09:00:00
Carlos,Celular,748.0,2,Chile,Efectivo,2024-02-09 10:00:00
Carlos,Laptop,805.0,2,peru,Efectivo,2024-02-09 11:00:00
Carlos,Monitor,79.0,7,peru,Efectivo,2024-02-09 12:00:00
Pedro,Mouse,1487.0,5,peru,transferencia,2024-02-09 13:00:00
Carlos,Teclado,1472.0,5,COL,TRANSFERENCIA,2024-02-09 14:00:00
Maria,Teclado,1858.0,8,COL,Tarjeta,2024-02-09 15:00:00
Luisa,Laptop,1397.0,7,COL,transferencia,2024-02-09 16:00:00
Juan,Mouse,992.0,9,chile,TRANSFERENCIA,2024-02-09 17:00:00
Juan,Mouse,1799.0,4,COL,Tarjeta,2024-02-09 18:00:00
Pedro,Laptop,490.0,4,Colombia,Tarjeta,2024-02-09 19:00:00
Carlos,Mouse,1177.0,2,COL,Tarjeta,2024-02-09 20:00:00
Carlos,Monitor,33.0,3,col,TRANSFERENCIA,2024-02-09 21:00:00
Ana,Laptop,974.0,1,peru,Tarjeta,2024-02-09 22:00:00
Luisa,Monitor,1458.0,1,Colombia,Tarjeta,2024-02-09 23:00:00
Maria,Mouse,755.0,7,Chile,transferencia,2024-02-10 00:00:00
Juan,Laptop,854.0,5,COL,Tarjeta,2024-02-10 01:00:00
Ana,Mouse,1208.0,3,Chile,Efectivo,2024-02-10 02:00:00
Ana,Laptop,1877.0,7,peru,transferencia,2024-02-10 03:00:00
Pedro,Mouse,334.0,2,Colombia,transferencia,2024-02-10 04:00:00
Juan,Monitor,1902.0,3,peru,TRANSFERENCIA,2024-02-10 05:00:00
Pedro,Monitor,1704.0,1,Chile,Tarjeta,2024-02-10 06:00:00
Maria,Mouse,1893.0,8,chile,Efectivo,2024-02-10 07:00:00
Ana,Laptop,1381.0,2,Colombia,Efectivo,2024-02-10 08:00:00
Ana,Teclado,807.0,7,Perú,Tarjeta,2024-02-10 09:00:00
Luisa,Monitor,27.0,9,chile,Tarjeta,2024-02-10 10:00:00
Maria,Monitor,53.0,6,Colombia,TRANSFERENCIA,2024-02-10 11:00:00
Ana,Teclado,164.0,2,COL,Efectivo,2024-02-10 12:00:00
Maria,Mouse,876.0,2,Chile,transferencia,2024-02-10 13:00:00
Juan,Laptop,931.0,9,peru,TRANSFERENCIA,2024-02-10 14:00:00
Carlos,Mouse,1410.0,8,peru,TRANSFERENCIA,2024-10-02 00:00:00
Ana,Celular,752.0,9,peru,transferencia,2024-02-10 16:00:00
Luisa,Monitor,1916.0,4,col,TRANSFERENCIA,2024-02-10 17:00:00
Juan,Celular,1861.0,4,col,Tarjeta,2024-02-10 18:00:00
Maria,Monitor,1435.0,2,COL,transferencia,2024-02-10 19:00:00
Pedro,Monitor,234.0,three,Perú,transferencia,2024-02-10 20:00:00
Juan,Celular,226.0,4,col,Efectivo,2024-02-10 00:00:00
Ana,Celular,1601.0,8,Colombia,transferencia,2024-02-10 22:00:00
Maria,Mouse,40.0,2,chile,TRANSFERENCIA,2024-02-10 23:00:00
Carlos,Celular,1902.0,8,Chile,Efectivo,2024-02-11 00:00:00
Juan,Mouse,1092.0,1,COL,TRANSFERENCIA,2024-02-11 01:00:00
Ana,Mouse,1925.0,1,chile,Tarjeta,2024-02-11 02:00:00
Luisa,Mouse,907.0,4,Perú,Tarjeta,2024-02-11 03:00:00
Pedro,Monitor,1386.0,7,chile,Efectivo,2024-02-11 04:00:00
Maria,Monitor,944.0,9,Colombia,Efectivo,2024-02-11 05:00:00
Juan,Celular,454.0,5,peru,TRANSFERENCIA,2024-02-11 06:00:00
Juan,Monitor,1268.0,2,col,Tarjeta,2024-02-11 07:00:00
Carlos,Celular,1140.0,7,Colombia,Efectivo,2024-02-11 08:00:00
Carlos,Monitor,1224.0,2,Perú,Tarjeta,2024-02-11 09:00:00
Luisa,Laptop,539.0,9,COL,Tarjeta,2024-02-11 10:00:00
Pedro,Laptop,1946.0,9,chile,Tarjeta,2024-02-11 11:00:00
Luisa,Celular,747.0,3,Colombia,TRANSFERENCIA,2024-02-11 12:00:00
Ana,Monitor,1712.0,8,COL,TRANSFERENCIA,2024-02-11 13:00:00
Ana,Monitor,1616.0,4,peru,Tarjeta,2024-02-11 14:00:00
Luisa,Mouse,883.0,3,Perú,Tarjeta,2024-02-11 15:00:00
Pedro,Teclado,575.0,1,Perú,Tarjeta,2024-02-11 16:00:00
Luisa,Celular,1278.0,5,chile,transferencia,2024-02-11 17:00:00
Pedro,Teclado,1895.0,4,col,transferencia,2024-02-11 18:00:00
Pedro,Teclado,85.0,1,Chile,TRANSFERENCIA,2024-02-11 19:00:00
Maria,Celular,556.0,8,Perú,Tarjeta,2024-02-11 20:00:00
Pedro,Monitor,276.0,8,Colombia,transferencia,2024-02-11 21:00:00
Carlos,Celular,326.0,8,Colombia,Efectivo,2024-02-11 22:00:00
Pedro,Teclado,1845.0,,Colombia,Efectivo,2024-02-11 23:00:00
Pedro,Monitor,1154.0,6,peru,Tarjeta,2024-02-12 00:00:00
Pedro,Laptop,1869.0,7,Perú,transferencia,2024-02-12 01:00:00
Ana,Celular,34.0,9,Perú,Efectivo,2024-12-02 00:00:00
Carlos,Celular,1465.0,5,Colombia,TRANSFERENCIA,2024-02-12 03:00:00
Carlos,Monitor,169.0,9,chile,Efectivo,2024-02-12 04:00:00
Luisa,Laptop,605.0,6,col,TRANSFERENCIA,2024-02-12 05:00:00
Maria,Laptop,1147.0,4,chile,Efectivo,2024-02-12 06:00:00
Pedro,Monitor,1768.0,1,col,Efectivo,2024-02-12 07:00:00
Juan,Mouse,909.0,1,Perú,transferencia,2024-02-12 08:00:00
Maria,Celular,511.0,5,chile,Efectivo,2024-02-12 09:00:00
Maria,Celular,1199.0,3,Perú,Efectivo,2024-02-12 10:00:00
Carlos,Teclado,1022.0,5,COL,TRANSFERENCIA,2024-02-12 11:00:00
Maria,Monitor,712.0,5,Perú,TRANSFERENCIA,2024-02-12 12:00:00
Pedro,Teclado,1208.0,1,chile,Efectivo,2024-02-12 13:00:00
Pedro,Teclado,10.0,8,Colombia,Tarjeta,2024-02-12 14:00:00
Ana,Laptop,1932.0,5,Chile,Efectivo,2024-02-12 15:00:00
Pedro,Celular,750.0,5,peru,Efectivo,2024-02-12 16:00:00
Pedro,Teclado,1119.0,9,Perú,transferencia,2024-02-12 17:00:00
Carlos,Laptop,1607.0,8,Perú,Efectivo,2024-02-12 18:00:00
Pedro,Monitor,329.0,1,Colombia,Efectivo,2024-02-12 19:00:00
Ana,Teclado,1434.0,3,COL,TRANSFERENCIA,2024-02-12 20:00:00
Juan,Celular,391.0,7,Chile,TRANSFERENCIA,2024-02-12 21:00:00
Carlos,Teclado,1751.0,1,Perú,TRANSFERENCIA,2024-02-12 22:00:00
Juan,Monitor,1650.0,1,col,TRANSFERENCIA,2024-02-12 23:00:00
Carlos,Teclado,1351.0,5,col,Efectivo,2024-02-13 00:00:00
Luisa,Celular,1836.0,9,col,Tarjeta,2024-02-13 01:00:00
Maria,Laptop,1283.0,6,peru,transferencia,2024-02-13 02:00:00
Luisa,Celular,1558.0,2,peru,transferencia,2024-02-13 03:00:00
Pedro,Laptop,1708.0,9,Chile,Tarjeta,2024-02-13 04:00:00
Juan,Mouse,1588.0,6,Perú,Tarjeta,2024-02-13 05:00:00
Pedro,Celular,907.0,5,Perú,transferencia,2024-02-13 06:00:00
Maria,Celular,1985.0,5,Perú,Efectivo,2024-02-13 07:00:00
Carlos,Monitor,1656.0,3,peru,transferencia,2024-02-13 08:00:00
Maria,Teclado,726.0,6,Chile,Tarjeta,2024-02-13 09:00:00
Ana,Laptop,1929.0,4,Perú,Efectivo,2024-02-13 10:00:00
Maria,Laptop,1289.0,2,Colombia,transferencia,2024-02-13 11:00:00
Ana,Monitor,316.0,3,COL,Efectivo,2024-02-13 12:00:00
Maria,Monitor,1983.0,,chile,Efectivo,2024-02-13 13:00:00
Ana,Teclado,1177.0,9,col,Tarjeta,2024-02-13 14:00:00
Juan,Teclado,1691.0,6,col,TRANSFERENCIA,2024-02-13 15:00:00
Pedro,Celular,400.0,9,Colombia,transferencia,2024-02-13 16:00:00
Pedro,Mouse,1846.0,4,Perú,Tarjeta,2024-02-13 17:00:00
Luisa,Teclado,1709.0,5,Chile,transferencia,2024-02-13 18:00:00
Pedro,Monitor,1202.0,6,Chile,TRANSFERENCIA,2024-02-13 00:00:00
Carlos,Teclado,999.0,9,peru,TRANSFERENCIA,2024-02-13 20:00:00
Maria,Laptop,,5,Perú,TRANSFERENCIA,2024-02-13 21:00:00
Luisa,Mouse,242.0,8,Chile,TRANSFERENCIA,2024-02-13 22:00:00
Carlos,Celular,1936.0,1,Perú,transferencia,2024-02-13 23:00:00
Carlos,Laptop,280.0,5,col,Efectivo,2024-02-14 00:00:00
Ana,Laptop,1093.0,1,chile,Efectivo,2024-02-14 01:00:00
Pedro,Mouse,1329.0,6,chile,TRANSFERENCIA,2024-02-14 02:00:00
Juan,Celular,1500.0,7,chile,TRANSFERENCIA,2024-02-14 03:00:00
Juan,Monitor,1268.0,5,col,Efectivo,2024-02-14 04:00:00
Luisa,Celular,,1,peru,Tarjeta,2024-02-14 05:00:00
Juan,Teclado,715.0,6,chile,TRANSFERENCIA,2024-02-14 06:00:00
Maria,Laptop,243.0,5,col,Efectivo,2024-02-14 07:00:00
Juan,Teclado,1401.0,6,Perú,Tarjeta,2024-02-14 08:00:00
Luisa,Monitor,1728.0,7,chile,Efectivo,2024-02-14 09:00:00
Juan,Teclado,854.0,7,Colombia,Tarjeta,2024-02-14 10:00:00
Maria,Celular,1265.0,2,peru,transferencia,2024-02-14 11:00:00
Ana,Teclado,1906.0,3,Colombia,Tarjeta,2024-02-14 12:00:00
Luisa,Monitor,500.0,6,Perú,TRANSFERENCIA,2024-02-14 13:00:00
Ana,Monitor,1652.0,3,peru,Tarjeta,2024-02-14 14:00:00
Ana,Monitor,512.0,2,Colombia,Tarjeta,2024-02-14 15:00:00
Ana,Celular,899.0,4,peru,TRANSFERENCIA,2024-02-14 16:00:00
Carlos,Monitor,1768.0,5,Perú,transferencia,2024-02-14 17:00:00
Pedro,Laptop,601.0,9,Chile,Tarjeta,2024-02-14 18:00:00
Carlos,Monitor,755.0,3,chile,transferencia,2024-02-14 19:00:00
Pedro,Teclado,1414.0,3,peru,Efectivo,2024-02-14 20:00:00
Ana,Teclado,1729.0,6,chile,Efectivo,2024-02-14 21:00:00
Luisa,Teclado,437.0,5,chile,TRANSFERENCIA,2024-02-14 22:00:00
Pedro,Celular,706.0,6,Chile,transferencia,2024-02-14 23:00:00
Maria,Teclado,655.0,7,Perú,TRANSFERENCIA,2024-02-15 00:00:00
Maria,Celular,741.0,3,peru,TRANSFERENCIA,2024-02-15 01:00:00
Juan,Celular,809.0,5,peru,Tarjeta,2024-02-15 02:00:00
Pedro,Monitor,,8,Chile,Efectivo,2024-02-15 03:00:00
Luisa,Laptop,211.0,4,col,TRANSFERENCIA,2024-02-15 04:00:00
Carlos,Monitor,891.0,2,Chile,Tarjeta,2024-02-15 05:00:00
Ana,Monitor,155.0,4,Chile,Tarjeta,2024-02-15 06:00:00
Juan,Celular,845.0,2,Chile,transferencia,2024-02-15 07:00:00
Maria,Celular,648.0,3,Perú,Efectivo,2024-02-15 08:00:00
Carlos,Teclado,1490.0,4,COL,transferencia,2024-02-15 09:00:00
Carlos,Teclado,144.0,4,Chile,transferencia,2024-02-15 10:00:00
Ana,Monitor,635.0,9,peru,TRANSFERENCIA,2024-02-15 11:00:00
Pedro,Mouse,1297.0,6,Colombia,transferencia,2024-02-15 12:00:00
Maria,Mouse,73.0,9,col,TRANSFERENCIA,2024-02-15 13:00:00
Luisa,Teclado,500.0,4,Chile,transferencia,2024-02-15 14:00:00
Carlos,Mouse,1680.0,9,Chile,Tarjeta,2024-02-15 15:00:00
Ana,Teclado,50.0,9,col,Efectivo,2024-02-15 16:00:00
Luisa,Celular,1329.0,6,Chile,Efectivo,2024-02-15 17:00:00
Pedro,Monitor,1036.0,5,peru,Efectivo,2024-02-15 18:00:00
Maria,Laptop,922.0,3,COL,Tarjeta,2024-02-15 19:00:00
Pedro,Monitor,1739.0,5,Chile,Tarjeta,2024-02-15 20:00:00
Carlos,Teclado,984.0,3,col,transferencia,2024-02-15 21:00:00
Luisa,Teclado,1143.0,5,Chile,transferencia,2024-02-15 22:00:00
Luisa,Monitor,1254.0,5,Perú,transferencia,2024-02-15 00:00:00
Luisa,Teclado,1403.0,three,peru,transferencia,2024-02-16 00:00:00
Carlos,Mouse,377.0,9,peru,Efectivo,2024-02-16 01:00:00
Carlos,Mouse,1469.0,7,COL,transferencia,2024-02-16 02:00:00
Pedro,Teclado,927.0,6,Perú,Tarjeta,2024-02-16 03:00:00
Juan,Teclado,1037.0,5,Perú,Tarjeta,2024-02-16 00:00:00
Pedro,Mouse,253.0,4,COL,Tarjeta,2024-02-16 05:00:00
Maria,Teclado,911.0,8,chile,TRANSFERENCIA,2024-02-16 06:00:00
Ana,Teclado,175.0,2,chile,TRANSFERENCIA,2024-02-16 07:00:00
Luisa,Monitor,1059.0,8,Colombia,TRANSFERENCIA,2024-02-16 08:00:00
Juan,Laptop,1428.0,1,chile,transferencia,2024-02-16 09:00:00
Ana,Mouse,1507.0,1,Chile,Efectivo,2024-02-16 10:00:00
Juan,Monitor,1050.0,3,Perú,Efectivo,2024-02-16 11:00:00
Pedro,Laptop,737.0,5,Colombia,transferencia,2024-02-16 12:00:00
Carlos,Teclado,1125.0,6,Colombia,transferencia,2024-02-16 13:00:00
Luisa,Teclado,492.0,4,peru,TRANSFERENCIA,2024-02-16 14:00:00
Pedro,Monitor,552.0,7,Chile,Tarjeta,2024-02-16 15:00:00
Ana,Teclado,1238.0,7,peru,Tarjeta,2024-02-16 16:00:00
Ana,Celular,1535.0,2,col,TRANSFERENCIA,2024-02-16 17:00:00
Ana,Monitor,940.0,2,chile,TRANSFERENCIA,2024-02-16 18:00:00
Ana,Laptop,999999.0,2,peru,Efectivo,2024-02-16 19:00:00
Ana,Monitor,1240.0,2,Perú,TRANSFERENCIA,2024-02-16 00:00:00
Juan,Mouse,628.0,9,Perú,Tarjeta,2024-02-16 21:00:00
Pedro,Monitor,1179.0,5,Chile,Tarjeta,2024-02-16 22:00:00
Luisa,Teclado,888.0,8,Colombia,transferencia,2024-02-16 23:00:00
Carlos,Teclado,110.0,5,Perú,Efectivo,2024-02-17 00:00:00
Carlos,Celular,889.0,5,chile,transferencia,2024-02-17 01:00:00
Pedro,Celular,839.0,1,peru,Efectivo,2024-02-17 02:00:00
Pedro,Celular,1913.0,6,chile,transferencia,2024-02-17 03:00:00
Carlos,Laptop,1274.0,4,peru,Efectivo,2024-02-17 04:00:00
Carlos,Celular,1956.0,3,Chile,TRANSFERENCIA,2024-02-17 05:00:00
Juan,Laptop,768.0,6,chile,Tarjeta,2024-02-17 06:00:00
Maria,Celular,172.0,2,peru,TRANSFERENCIA,2024-02-17 07:00:00
Luisa,Laptop,1917.0,8,chile,Efectivo,2024-02-17 08:00:00
Ana,Monitor,1206.0,1,COL,Efectivo,2024-02-17 09:00:00
Maria,Monitor,511.0,9,Chile,transferencia,2024-02-17 10:00:00
Pedro,Teclado,556.0,,Chile,Efectivo,2024-02-17 11:00:00
Carlos,Laptop,1317.0,1,Perú,TRANSFERENCIA,2024-02-17 12:00:00
Maria,Mouse,1392.0,9,Chile,Efectivo,2024-02-17 13:00:00
Luisa,Teclado,390.0,2,col,Efectivo,2024-02-17 14:00:00
Pedro,Monitor,879.0,3,Perú,transferencia,2024-02-17 15:00:00
Ana,Laptop,914.0,2,Perú,Efectivo,2024-02-17 16:00:00
Ana,Celular,1944.0,8,chile,transferencia,2024-02-17 17:00:00
Luisa,Mouse,1566.0,2,COL,Tarjeta,2024-02-17 18:00:00
Luisa,Monitor,1853.0,2,Perú,transferencia,2024-02-17 19:00:00
Carlos,Teclado,1196.0,1,Colombia,Efectivo,2024-02-17 20:00:00
Ana,Laptop,1011.0,7,peru,Tarjeta,2024-02-17 21:00:00
Pedro,Mouse,618.0,2,peru,Efectivo,2024-02-17 22:00:00
Maria,Laptop,316.0,5,Chile,transferencia,2024-02-17 23:00:00
Pedro,Celular,1372.0,5,chile,TRANSFERENCIA,2024-02-18 00:00:00
Juan,Teclado,64.0,3,COL,Tarjeta,2024-02-18 01:00:00
Juan,Laptop,992.0,3,peru,TRANSFERENCIA,2024-02-18 02:00:00
Luisa,Monitor,342.0,3,Colombia,TRANSFERENCIA,2024-02-18 03:00:00
Carlos,Teclado,136.0,6,COL,Tarjeta,2024-02-18 04:00:00
Juan,Monitor,1973.0,4,col,TRANSFERENCIA,2024-02-18 05:00:00
Ana,Laptop,714.0,,peru,TRANSFERENCIA,2024-02-18 06:00:00
Pedro,Teclado,999999.0,2,Perú,TRANSFERENCIA,2024-02-18 07:00:00
Pedro,Monitor,1894.0,3,Colombia,TRANSFERENCIA,2024-02-18 08:00:00
Luisa,Celular,609.0,4,chile,Tarjeta,2024-02-18 09:00:00
Maria,Celular,1881.0,6,chile,Efectivo,2024-02-18 10:00:00
Luisa,Laptop,1442.0,4,Colombia,TRANSFERENCIA,2024-02-18 11:00:00
Maria,Teclado,512.0,8,peru,Tarjeta,2024-02-18 12:00:00
Luisa,Mouse,999999.0,3,Chile,Tarjeta,2024-02-18 13:00:00
Luisa,Teclado,613.0,3,col,Tarjeta,2024-02-18 14:00:00
Luisa,Celular,312.0,3,Perú,Tarjeta,2024-02-18 15:00:00
Maria,Monitor,1497.0,8,col,transferencia,2024-02-18 16:00:00
Maria,Mouse,244.0,4,col,Efectivo,2024-02-18 17:00:00
Luisa,Laptop,1729.0,1,peru,Efectivo,2024-02-18 18:00:00
Juan,Mouse,1071.0,2,Perú,TRANSFERENCIA,2024-02-18 19:00:00
Carlos,Laptop,148.0,2,peru,Tarjeta,2024-02-18 20:00:00
Carlos,Mouse,204.0,3,peru,transferencia,2024-02-18 21:00:00
Carlos,Laptop,1560.0,6,Chile,Tarjeta,2024-02-18 22:00:00
Maria,Laptop,1802.0,8,Colombia,TRANSFERENCIA,2024-02-18 23:00:00
Maria,Mouse,656.0,1,chile,Efectivo,2024-02-19 00:00:00
Juan,Mouse,10.0,9,Chile,TRANSFERENCIA,2024-02-19 01:00:00
Carlos,Laptop,570.0,1,chile,TRANSFERENCIA,2024-02-19 02:00:00
Carlos,Celular,1129.0,2,Chile,TRANSFERENCIA,2024-02-19 03:00:00
Luisa,Mouse,722.0,3,peru,TRANSFERENCIA,2024-02-19 04:00:00
Maria,Teclado,422.0,7,Chile,TRANSFERENCIA,2024-02-19 05:00:00
Carlos,Monitor,547.0,9,chile,TRANSFERENCIA,2024-02-19 00:00:00
Pedro,Laptop,1888.0,3,Chile,TRANSFERENCIA,2024-02-19 07:00:00
Juan,Laptop,438.0,8,COL,Efectivo,2024-02-19 08:00:00
Pedro,Monitor,244.0,9,Perú,Efectivo,2024-02-19 09:00:00
Pedro,Celular,358.0,7,Colombia,Tarjeta,2024-02-19 10:00:00
Juan,Monitor,1789.0,4,chile,Tarjeta,2024-02-19 11:00:00
Pedro,Mouse,999999.0,4,Perú,transferencia,2024-02-19 12:00:00
Carlos,Monitor,1514.0,4,Colombia,transferencia,2024-02-19 13:00:00
Maria,Laptop,1872.0,6,COL,Efectivo,2024-02-19 14:00:00
Juan,Monitor,405.0,4,peru,Efectivo,2024-02-19 15:00:00
Luisa,Teclado,1384.0,5,chile,transferencia,2024-02-19 16:00:00
Pedro,Mouse,425.0,9,Colombia,Efectivo,2024-02-19 17:00:00
Juan,Monitor,1919.0,7,Colombia,transferencia,2024-02-19 18:00:00
Ana,Laptop,999999.0,8,Colombia,Tarjeta,2024-02-19 19:00:00
Ana,Mouse,1920.0,5,COL,Efectivo,2024-02-19 20:00:00
Maria,Laptop,1084.0,5,Perú,Efectivo,2024-02-19 21:00:00
Carlos,Celular,90.0,7,COL,transferencia,2024-02-19 22:00:00
Maria,Teclado,45.0,8,Colombia,TRANSFERENCIA,2024-02-19 00:00:00
Maria,Celular,1100.0,9,Chile,TRANSFERENCIA,2024-02-20 00:00:00
Maria,Teclado,650.0,2,Colombia,Tarjeta,2024-02-20 01:00:00
Maria,Monitor,891.0,3,Chile,Efectivo,2024-02-20 02:00:00
Luisa,Mouse,1700.0,2,peru,Efectivo,2024-02-20 03:00:00
Luisa,Monitor,766.0,7,COL,transferencia,2024-02-20 04:00:00
Juan,Teclado,632.0,2,Chile,TRANSFERENCIA,2024-02-20 05:00:00
Ana,Teclado,1713.0,2,COL,TRANSFERENCIA,2024-02-20 06:00:00
Maria,Teclado,1514.0,2,col,Tarjeta,2024-02-20 07:00:00
Juan,Laptop,477.0,4,Perú,TRANSFERENCIA,2024-02-20 08:00:00
Ana,Mouse,1175.0,1,col,TRANSFERENCIA,2024-02-20 09:00:00
Pedro,Monitor,365.0,2,Chile,TRANSFERENCIA,2024-02-20 10:00:00
Carlos,Monitor,718.0,3,col,transferencia,2024-02-20 11:00:00
Luisa,Celular,1504.0,7,chile,TRANSFERENCIA,2024-02-20 12:00:00
Pedro,Teclado,1654.0,1,Perú,Tarjeta,2024-02-20 13:00:00
Ana,Teclado,1029.0,6,Chile,TRANSFERENCIA,2024-02-20 14:00:00
Pedro,Teclado,1921.0,3,peru,Tarjeta,2024-02-20 15:00:00
Carlos,Monitor,1624.0,3,peru,transferencia,2024-02-20 16:00:00
Ana,Celular,911.0,4,Perú,transferencia,2024-02-20 17:00:00
Pedro,Laptop,682.0,three,Perú,Tarjeta,2024-02-20 18:00:00
Luisa,Mouse,448.0,7,Chile,transferencia,2024-02-20 00:00:00
Luisa,Laptop,540.0,3,COL,Efectivo,2024-02-20 20:00:00
Juan,Monitor,136.0,8,chile,Efectivo,2024-02-20 21:00:00
Pedro,Teclado,214.0,8,Chile,Efectivo,2024-02-20 22:00:00
Maria,Mouse,38.0,7,COL,Efectivo,2024-02-20 23:00:00
Pedro,Monitor,454.0,2,COL,Efectivo,2024-02-21 00:00:00
Ana,Monitor,999999.0,5,COL,transferencia,2024-02-21 01:00:00
Ana,Monitor,1752.0,6,Chile,Tarjeta,2024-02-21 02:00:00
Pedro,Mouse,473.0,three,Colombia,transferencia,2024-02-21 03:00:00
Carlos,Mouse,1313.0,5,Colombia,TRANSFERENCIA,2024-02-21 04:00:00
Luisa,Celular,160.0,9,peru,Efectivo,2024-02-21 05:00:00
Ana,Celular,249.0,three,Colombia,Efectivo,2024-02-21 06:00:00
Luisa,Laptop,275.0,2,Colombia,transferencia,2024-02-21 07:00:00
Ana,Mouse,1727.0,,COL,TRANSFERENCIA,2024-02-21 08:00:00
Juan,Mouse,1138.0,2,COL,transferencia,2024-02-21 09:00:00
Maria,Mouse,1970.0,3,Perú,Tarjeta,2024-02-21 10:00:00
Ana,Celular,1466.0,2,COL,Efectivo,2024-02-21 11:00:00
Luisa,Monitor,922.0,3,Chile,transferencia,2024-02-21 12:00:00
Juan,Teclado,506.0,9,Perú,Tarjeta,2024-02-21 13:00:00
Ana,Celular,1473.0,4,chile,Efectivo,2024-02-21 14:00:00
Carlos,Mouse,1781.0,9,Perú,Efectivo,2024-02-21 15:00:00
Maria,Celular,694.0,3,Colombia,Efectivo,2024-02-21 16:00:00
Ana,Laptop,167.0,1,COL,TRANSFERENCIA,2024-02-21 17:00:00
